Census year,Block ID,Building address,Area,Name,Business address,Industry (ANZSIC4) code,Sub Theme,Seating type,Number of seats,Longitude,Latitude,Theme,Google Maps Rating
2023,6,Federation Square Vaults 1-19 Princes Walk MELBOURNE VIC 3000,Melbourne (CBD),Pilgrim Bar,Vault 15-19 Princes Walk MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9686538,-37.81867875,Food & Drink,4.5
2023,6,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Beer De Luxe,"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",4520,Bars and Pubs,Seats - Indoor,200,144.9699416,-37.81777783,Food & Drink,4.1
2023,11,517-537 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Ibean Coffee Specialists,"Shop G1, Ground 517 Flinders Lane MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Indoor,10,144.9564864,-37.81987545,Food & Drink,4.6
2023,11,517-537 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Romo Pizza Bar,21 Katherine Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,25,144.9564864,-37.81987545,Food & Drink,4.7
2023,14,11-15 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),McDonalds,11-15 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,130,144.9644993,-37.81782906,Food & Drink,2.4
2023,14,17-19 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Hungry Jack's,"Shop G1, Ground 17-19 Elizabeth Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,35,144.9644467,-37.81771541,Food & Drink,3.7
2023,15,River View House 274-282 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Shujinko Flinders,280 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,46,144.9650858,-37.81765996,Food & Drink,4.3
2023,15,Punt Hill Apartments 267-275 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),RMB Cafe,37 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9654761,-37.81710293,Food & Drink,3.8
2023,16,164-170 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Nando's,"Shop 1-2, 170 Flinders Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,60,144.9690857,-37.81670964,Food & Drink,3.5
2023,17,1-9 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Cafe,"Shop 4, 9 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,14,144.972041,-37.8158427,Food & Drink,4.5
2023,17,95-101 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Garden State Hotel,95-101 Flinders Lane MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Outdoor,8,144.9710987,-37.8155272,Food & Drink,4.1
2023,17,121-123 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Father's Office Downtown,"Unit 1, Gnd & Bmt 121 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,169,144.9705136,-37.81567232,Food & Drink,4.5
2023,18,37-45 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cumulus Inc,Part Ground & Level 1 45 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,141,144.9731346,-37.81494042,Food & Drink,4.5
2023,18,46-74 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Robata,10 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.9727209,-37.81546171,Food & Drink,4.5
2023,21,Great Southern Hotel 44-64 Spencer Street MELBOURNE VIC 3000,Melbourne (CBD),Restaurant 1903,48 Spencer Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,55,144.9547847,-37.81972835,Food & Drink,4.3
2023,21,559-587 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Stockroom567,"Tenancy 10, 567 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,90,144.9557247,-37.81902009,Food & Drink,4.3
2023,21,559-587 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Benny's Bakery Cafe,"Tenancy 3, 567 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,10,144.9557247,-37.81902009,Food & Drink,4
2023,34,353-359 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sambar Restaurant,"Shop 4, 353 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,28,144.9629953,-37.81569828,Food & Drink,4.3
2023,35,28-32 Block Place MELBOURNE VIC 3000,Melbourne (CBD),Vespa rossa,30 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,88,144.9644595,-37.81528235,Food & Drink,4.4
2023,35,258-274 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Think Asia,"Shop 207, Level 2 260 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,83,144.9648906,-37.81538053,Food & Drink,3
2023,35,281-283 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Alley Edition,20 Howey Place MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,6,144.9652255,-37.81507423,Food & Drink,4.5
2023,35,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Brown Sugar,25 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9642254,-37.81528953,Food & Drink,4.1
2023,35,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Thai Viet,"Shop 4, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,8,144.9657806,-37.81507018,Food & Drink,4.4
2023,35,28-32 Block Place MELBOURNE VIC 3000,Melbourne (CBD),Vespa rossa,30 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,14,144.9644595,-37.81528235,Food & Drink,4.4
2023,35,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Little Collins Melbourne,41-43 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9642254,-37.81528953,Food & Drink,4.1
2023,35,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bench Coffee Co Lt Colins,321 Little Collins Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,8,144.9642254,-37.81528953,Food & Drink,4.5
2023,35,Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Momo station,"Shop 12, 115 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.9657806,-37.81507018,Food & Drink,3.9
2023,41,621-633 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Royal Melbourne Hotel,621-633 Bourke Street MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Indoor,200,144.9552277,-37.81686702,Food & Drink,4
2023,42,535 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Doughboys Doughnuts,"Shop 1B, 535 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.9578138,-37.81636535,Food & Drink,4.2
2023,42,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Zuppa,510 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9578138,-37.81636535,Food & Drink,4.4
2023,42,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Pok Pok Junior,"Shop 9, 555 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9578138,-37.81636535,Food & Drink,4
2023,42,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Simply Spanish,"Shop 10, 555 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9578138,-37.81636535,Food & Drink,4.2
2023,42,573-585 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Logic,Part Ground 575 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,65,144.9566697,-37.81651311,Food & Drink,4.7
2023,42,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Origins Cafe Shop Pty Ltd,"Shop 7, 530 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.95711,-37.81687975,Food & Drink,4.7
2023,42,520-536 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sociale Espresso Bar,"Shop 10, 530 Little Collins Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,12,144.95711,-37.81687975,Food & Drink,4.9
2023,43,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Le Petit Gateau,452-458 Little Collins Street MELBOURNE VIC 3000,1174,Bakery,Seats - Outdoor,10,144.9595844,-37.81588562,Food & Drink,4.7
2023,43,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Chancery Lane,Suite 3 & 5-7 Ground 430 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,300,144.9601098,-37.81596941,Food & Drink,4.5
2023,46,209-215 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Indoor,100,144.9672985,-37.81328013,Food & Drink,4.8
2023,46,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Ikkai,"Shop 19, 239 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9666196,-37.81373785,Food & Drink,4.7
2023,46,235-251 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Salero Kito Padang Melbourne,"Shop 18, 239 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,30,144.9666196,-37.81373785,Food & Drink,4.5
2023,47,131-135 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Heng Thai Local Food Hall,Part Ground 131-135 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9694679,-37.81300662,Food & Drink,4
2023,52,578-606 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Oli & Levi,"Shop 8A, LwrGround 600 Bourke Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,12,144.9561387,-37.81567616,Food & Drink,4.5
2023,52,188-202 King Street MELBOURNE VIC 3000,Melbourne (CBD),La Di Da,188-200 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,250,144.9556242,-37.81551358,Food & Drink,4.1
2023,52,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Dumpling Kingdom,"Tenancy 7, Ground 181 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,18,144.957392,-37.81531894,Food & Drink,2.7
2023,53,441-443 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Korchi City,Ground 441-443 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9596589,-37.81430724,Food & Drink,4.1
2023,56,Kmart Centre 222-244 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Gloria Jean's Coffees,"Shop 7-8, 236 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,8,144.9662781,-37.8127357,Food & Drink,4
2023,61,20-40 Rose Lane MELBOURNE VIC 3000,Melbourne (CBD),Onsen Donburi,609 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9542481,-37.81498919,Food & Drink,4.3
2023,66,213-217 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Dragon Hot Pot,Ground 213 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.9672363,-37.81156148,Food & Drink,4
2023,67,107-111 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Margaux,Basement 111 Lonsdale Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,213,144.9691192,-37.81053362,Food & Drink,4.5
2023,86,State Library of Victoria 304-328 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mr Tulk Cafe,Shop 304-328 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,70,144.965303,-37.80976764,Food & Drink,3.7
2023,87,295-301 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Asian BBQ House,Level 1 295 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,105,144.9688274,-37.80893103,Food & Drink,3.3
2023,87,296-298 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Delicious Chao,296-298 Russell Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9669273,-37.80957212,Food & Drink,4.3
2023,91,347-349 King Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Hansang,"Part Lot 1, Ground 347 King Street WEST MELBOURNE VIC 3003",4511,Cafes and Restaurants,Seats - Indoor,32,144.9535142,-37.81214526,Food & Drink,4.3
2023,91,369-379 King Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),The Dispensa,377 King Street WEST MELBOURNE VIC 3003,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9532516,-37.81166291,Food & Drink,4.6
2023,94,360 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Da Tie Niu,Ground 360 La Trobe Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,33,144.9591368,-37.81072052,Food & Drink,3.6
2023,94,296-310 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Little nooky,Part Ground 300 La Trobe Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.9603664,-37.80998147,Food & Drink,4.6
2023,95,382-384 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Yingzi Fried Chuan,Ground 71 Little Latrobe St MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.9614511,-37.8097713,Food & Drink,3.4
2023,96,Building 12 RMIT University 394-412 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Little Bang Espresso,Part  Level 2 Building 12 RMIT University 394-412 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,33,144.9645887,-37.80821792,Food & Drink,4.6
2023,104,151-165 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Jojo Little Kitchen,"Shop G2, 118 A'Beckett Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,36,144.9595688,-37.80904349,Food & Drink,3.9
2023,113,507-523 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Coffea Coffee,519-521 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9576272,-37.80783257,Food & Drink,3.9
2023,204,College Square on Swanston 768-804 Swanston Street CARLTON VIC 3053,Carlton,The Longing Flavour,804 Swanston Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,50,144.9651742,-37.79783367,Food & Drink,4.6
2023,206,221-229 Faraday Street CARLTON VIC 3053,Carlton,Ms Frankie Carlton,221-229 Faraday Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,150,144.9667263,-37.79886117,Food & Drink,4.4
2023,217,189 Elgin Street CARLTON VIC 3053,Carlton,The Heart Of Carlton,"Shop 1, Ground 189 Elgin Street CARLTON VIC 3053",4512,Takeaway Food,Seats - Outdoor,10,144.9682085,-37.79746375,Food & Drink,4.9
2023,217,364 Lygon Street CARLTON VIC 3053,Carlton,Sea Salt Kitchen,364 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,23,144.9676437,-37.79828028,Food & Drink,4.2
2023,217,8 Raffa Place CARLTON VIC 3053,Carlton,Vertue Coffee Roasters,8 Raffa Place CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,80,144.9683828,-37.79769238,Food & Drink,4.3
2023,218,306-308 Lygon Street CARLTON VIC 3053,Carlton,"Johnny, Vince And Sam's",Ground 306-308 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,32,144.9674204,-37.799787,Food & Drink,4.6
2023,225,138-150 Rathdowne Street CARLTON VIC 3053,Carlton,Super Norma,140 Rathdowne Street CARLTON VIC 3053,4512,Takeaway Food,Seats - Indoor,12,144.9710396,-37.79604572,Food & Drink,4.7
2023,226,172 Rathdowne Street CARLTON VIC 3053,Carlton,Fu Lu Chinese Cafe,172 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,20,144.9711596,-37.79532249,Food & Drink,4.7
2023,226,160-162 Rathdowne Street CARLTON VIC 3053,Carlton,Bossy Beans,160-162 Rathdowne Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9711223,-37.79553641,Food & Drink,4.2
2023,230,237-239 Nicholson Street CARLTON VIC 3053,Carlton,The French Lettuce Patisserie and Bakery,Ground 237 Nicholson Street CARLTON VIC 3053,1174,Bakery,Seats - Indoor,5,144.975135,-37.79439861,Food & Drink,4.4
2023,240,Alan Gilbert Building - Bld 104 153-163 Barry Street CARLTON VIC 3053,Carlton,Baretto Cafe,Ground 161 Barry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,120,144.959281,-37.80023252,Food & Drink,4.3
2023,245,678 Swanston Street CARLTON VIC 3053,Carlton,Xian Famous Food,678 Swanston Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,60,144.9642262,-37.80069096,Food & Drink,3.7
2023,246,156-164 Cardigan Street CARLTON VIC 3053,Carlton,Madame Linh Vietnamese Cuisine,"Unit 2, 164 Cardigan Street CARLTON VIC 3053",4511,Cafes and Restaurants,Seats - Indoor,26,144.9656262,-37.80132622,Food & Drink,4.7
2023,246,81-109 Grattan Street CARLTON VIC 3053,Carlton,Tutto Premium Frozen Yogurt and Dessert,81 Grattan Street CARLTON VIC 3053,4512,Takeaway Food,Seats - Indoor,16,144.9662152,-37.80107454,Food & Drink,4.5
2023,246,167 Lygon Street CARLTON VIC 3053,Carlton,Kabana Restaurant,167 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,16,144.9664459,-37.80178519,Food & Drink,4.2
2023,247,240 Lygon Street CARLTON VIC 3053,Carlton,Piccolo Mondo,240 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,120,144.9672444,-37.80158017,Food & Drink,4.4
2023,247,232 Lygon Street CARLTON VIC 3053,Carlton,Agha Juice,232 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,20,144.9672198,-37.80175894,Food & Drink,4.7
2023,247,192-202 Lygon Street CARLTON VIC 3053,Carlton,Players On Lygon,Ground 200 Lygon Street CARLTON VIC 3053,4520,Bars and Pubs,Seats - Outdoor,12,144.9670957,-37.80246412,Food & Drink,3.9
2023,251,18-40 Queensberry Street CARLTON VIC 3053,Carlton,Coffee On Drummond,Ground 80 Drummond Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,18,144.968279,-37.80480731,Food & Drink,4.6
2023,252,140-146 Lygon Street CARLTON VIC 3053,Carlton,Khabbay Restaurant,140-142 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,120,144.966723,-37.80378304,Food & Drink,4.5
2023,254,139-141 Lygon Street CARLTON VIC 3053,Carlton,Universal Restaurant,139-141 Lygon Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,150,144.9660867,-37.80384761,Food & Drink,4.4
2023,255,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,4520,Bars and Pubs,Seats - Outdoor,56,144.9645057,-37.80448532,Food & Drink,4.5
2023,260,149-155 Berkeley Street MELBOURNE VIC 3000,Carlton,More Tea,233 Pelham Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,20,144.958245,-37.8021911,Food & Drink,4.2
2023,263,Journal - Uni Place 16-32 Leicester Street CARLTON VIC 3053,Carlton,Manja Melbourne,28 Leicester Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9605077,-37.80570167,Food & Drink,4.6
2023,263,225-227 Queensberry Street CARLTON VIC 3053,Carlton,Inistudio,Ground 225 Queensberry Street CARLTON VIC 3053,4511,Cafes and Restaurants,Seats - Indoor,16,144.9612162,-37.80453238,Food & Drink,4.6
2023,265,510-512 Swanston Street CARLTON VIC 3053,Carlton,Genki Tea,Front 510-512 Swanston Street CARLTON VIC 3053,4512,Takeaway Food,Seats - Indoor,2,144.9634941,-37.80496315,Food & Drink,2.8
2023,270,Kenneth Myer Building 144 30 Royal Parade PARKVILLE VIC 3010,Parkville,Dr Dax Kitchen,Part Kenneth Myer Building 144 30 Royal Parade PARKVILLE VIC 3010,4511,Cafes and Restaurants,Seats - Outdoor,50,144.9612087,-37.7967721,Food & Drink,3.9
2023,309,257-259 Macaulay Road NORTH MELBOURNE VIC 3051,North Melbourne,North End Deli,257 Macaulay Road NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9381982,-37.79557691,Food & Drink,4.5
2023,786,1 Phillip Court PORT MELBOURNE VIC 3207,Port Melbourne,24 Atoms,"Unit 4, 1 Phillip Court PORT MELBOURNE VIC 3207",4511,Cafes and Restaurants,Seats - Indoor,34,144.9208732,-37.82605979,Food & Drink,4.5
2023,790,34 Wirraway Drive PORT MELBOURNE VIC 3207,Port Melbourne,The Wharf Bakehouse,"Unit 1, 34 Wirraway Drive PORT MELBOURNE VIC 3207",1174,Bakery,Seats - Outdoor,16,144.9095132,-37.82669968,Food & Drink,4.6
2023,801,2 Riverside Quay SOUTHBANK VIC 3006,Southbank,Workshop Brothers,Part Ground 2 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,44,144.9632911,-37.82131723,Food & Drink,4.6
2023,801,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Soho Restaurant & Bar,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,60,144.9633741,-37.82092447,Food & Drink,4.1
2023,801,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,DOC Southbank,Part Ground 6 Riverside Quay SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9638277,-37.82082683,Food & Drink,4.2
2023,803,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Nobu,"Shop 6, Ground 8 Whiteman Street SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,160,144.9583342,-37.82316159,Food & Drink,3.9
2023,807,1-25 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mesh,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,350,144.9600193,-37.82398071,Food & Drink,3.9
2023,810,The Summit Concierge Apartments 157-165 City Road SOUTHBANK VIC 3006,Southbank,Mr Summit,Ground 165 City Road SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9626782,-37.82425013,Food & Drink,4.8
2023,861,179-181 Domain Road SOUTH YARRA VIC 3141,South Yarra,No 179 Domain,179 Domain Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Outdoor,8,144.9820354,-37.83431311,Food & Drink,2.4
2023,861,185-189 Domain Road SOUTH YARRA VIC 3141,South Yarra,The Park Pantry,119 Park Street SOUTH YARRA VIC 3141,4512,Takeaway Food,Seats - Indoor,20,144.9822628,-37.83434396,Food & Drink,4.6
2023,861,185-189 Domain Road SOUTH YARRA VIC 3141,South Yarra,The Golden Triangle Restaurant,Level 1 123C Park Street SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Indoor,60,144.9822628,-37.83434396,Food & Drink,4.5
2023,862,2-14 Hope Street SOUTH YARRA VIC 3141,South Yarra,Bistro Gitan,52W Toorak Road SOUTH YARRA VIC 3141,4511,Cafes and Restaurants,Seats - Indoor,74,144.9793101,-37.83713829,Food & Drink,4.5
2023,870,Alfred Hospital 23-99 Commercial Road PRAHRAN VIC 3181,Melbourne (Remainder),Cafe Alfretti,Part Ground 99 Commercial Road MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Outdoor,50,144.9828162,-37.8465703,Food & Drink,3.2
2023,915,Naughtons Hotel 43-49 Royal Parade PARKVILLE VIC 3052,Parkville,Naughton's Parkville Hotel,Naughtons Hotel 43-49 Royal Parade PARKVILLE VIC 3052,4520,Bars and Pubs,Seats - Outdoor,70,144.957532,-37.79554428,Food & Drink,4.5
2023,919,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,Parkville,Sobo Japanese,323 Grattan Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,44,144.9566714,-37.80018543,Food & Drink,3.5
2023,929,Parkville Youth Justice Precinct 866-934 Park Street PARKVILLE VIC 3052,Parkville,STREAT,Part Ground 900 Park Street PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Indoor,40,144.9450512,-37.77749448,Food & Drink,4.7
2023,929,RMH Royal Park Campus 34-56 Poplar Road PARKVILLE VIC 3052,Parkville,Poplar's,Part 34-54 Poplar Road PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9479046,-37.77802791,Food & Drink,3.3
2023,931,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,Dr Brew Cafe,"Tenancy A, Ground 50 Flemington Road PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,45,144.9495226,-37.79363103,Food & Drink,4.5
2023,931,Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,Parkville,Giraffe Cafe,Kiosk Melbourne Zoological Gardens Elliott Avenue PARKVILLE VIC 3052,4512,Takeaway Food,Seats - Outdoor,55,144.9516374,-37.78461249,Food & Drink,4.3
2023,1101,Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008,Docklands,Grill'd,"Shop 1, Ground 650 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,88,144.9522269,-37.81841173,Food & Drink,3.9
2023,1101,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Potto,"Shop 1, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,22,144.9505641,-37.81450896,Food & Drink,4.4
2023,1101,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,The Coffee Club,"Shop 213, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,70,144.9505641,-37.81450896,Food & Drink,
2023,1101,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Walkers Donuts,"Shop 219, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4512,Takeaway Food,Seats - Outdoor,8,144.9505641,-37.81450896,Food & Drink,3.9
