Census year,Block ID,Building address,Area,Name,Business address,Industry (ANZSIC4) code,Sub Theme,Seating type,Number of seats,Longitude,Latitude,Theme,Google Maps Rating
2023,812,89-91 City Road SOUTHBANK VIC 3006,Southbank,Paris By Night,"Suite 22, Level 1 89-91 City Road SOUTHBANK VIC 3006",4511,Cafes and Restaurants,Seats - Indoor,50,144.9651131,-37.82255516,Food & Drink,
2023,815,256-258 City Road SOUTHBANK VIC 3006,Southbank,Au79 Southbank,258 City Road SOUTHBANK VIC 3006,4511,Cafes and Restaurants,Seats - Indoor,40,144.9594966,-37.82591593,Food & Drink,
2023,852,Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004,Melbourne (Remainder),The Terrace,Cafe Royal Botanic Gardens Alexandra Avenue MELBOURNE VIC 3004,4511,Cafes and Restaurants,Seats - Indoor,200,144.9812818,-37.8295214,Food & Drink,
2023,906,367-377 Royal Parade PARKVILLE VIC 3052,Parkville,Parkside,Part Ground 369 Royal Parade PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Outdoor,48,144.9585629,-37.78492857,Food & Drink,
2023,906,367-377 Royal Parade PARKVILLE VIC 3052,Parkville,Mornin Vietnam,"Shop 1, Ground 369 Royal Parade PARKVILLE VIC 3052",4511,Cafes and Restaurants,Seats - Indoor,35,144.9585629,-37.78492857,Food & Drink,
2023,919,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,Parkville,The Loft @ VCCC,Part Level 7 305 Grattan Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,100,144.9566714,-37.80018543,Food & Drink,
2023,919,Victorian Comprehensive Cancer Centre 301-327 Grattan Street MELBOURNE VIC 3000,Parkville,Super 8,303 Grattan Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.9566714,-37.80018543,Food & Drink,
2023,931,Royal Childrens Hospital 48-50 Flemington Road PARKVILLE VIC 3052,Parkville,The Farmacy Restaurant,Tenancy 18.02 Ground 48 Flemington Road PARKVILLE VIC 3052,4511,Cafes and Restaurants,Seats - Indoor,86,144.9495226,-37.79363103,Food & Drink,
2023,1101,Grand Central Apartments 33-71 Spencer Street DOCKLANDS VIC 3008,Docklands,Gaylord Indian Restaurant,Restaurant 33 Spencer Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,50,144.9542002,-37.8201773,Food & Drink,
2023,1101,Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,Docklands,Schnitz,"Shop 208A, Level 1 201 Spencer Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,50,144.9505641,-37.81450896,Food & Drink,
2023,1103,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,Story Coffee & Foodstore,Shop 3 Concourse 700 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,16,144.9493646,-37.81714506,Food & Drink,
2023,1103,Bourke Junction 700-704 Bourke Street DOCKLANDS VIC 3008,Docklands,Ichimaki,Shop 1B Concourse 700 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,60,144.9493646,-37.81714506,Food & Drink,
2023,1103,Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008,Docklands,Teej,760 Bourke Street DOCKLANDS VIC 3008,4512,Takeaway Food,Seats - Indoor,3,144.9473509,-37.81812972,Food & Drink,
2023,1104,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS VIC 3008,4520,Bars and Pubs,Seats - Indoor,150,144.947992,-37.81938087,Food & Drink,4.1
2023,1104,The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008,Docklands,Kebab & Gozleme Cafe,"Unit 3, 22 Waterview Walk DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,30,144.947992,-37.81938087,Food & Drink,
2023,1105,695-703 Collins Street DOCKLANDS VIC 3008,Docklands,Peddler Espresso,"Shop 8, 699 Collins Street DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,20,144.9514686,-37.82020118,Food & Drink,
2023,1105,731-735 Bourke Street DOCKLANDS VIC 3008,Docklands,Platform 28,82 Village Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,370,144.9498285,-37.81922042,Food & Drink,
2023,1105,697 Collins Street DOCKLANDS VIC 3008,Docklands,Sushi Sushi,"Shop 2, Ground 697 Collins Street DOCKLANDS VIC 3008",4512,Takeaway Food,Seats - Indoor,4,144.9517685,-37.82078722,Food & Drink,
2023,1108,The Merchant 834-846 Bourke Street DOCKLANDS VIC 3008,Docklands,Subway Vic Harbour,836 Bourke Street DOCKLANDS VIC 3008,4512,Takeaway Food,Seats - Indoor,10,144.9431188,-37.81977079,Food & Drink,
2023,1108,829-843 Bourke Street DOCKLANDS VIC 3008,Docklands,Tap 831,829-831A Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,118,144.9434599,-37.82044557,Food & Drink,
2023,1108,Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008,Docklands,Le-Nguyen Pho & Bakery Cafe,818-822 Collins Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,91,144.9450194,-37.82101244,Food & Drink,4.5
2023,1108,Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008,Docklands,Chia Chia,2-4 Import Lane DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,44,144.9450194,-37.82101244,Food & Drink,
2023,1108,Concavo 1-13 Waterside Place DOCKLANDS VIC 3008,Docklands,Saluministi,892 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9413874,-37.82006231,Food & Drink,
2023,1108,Concavo 1-13 Waterside Place DOCKLANDS VIC 3008,Docklands,Saluministi,892 Bourke Street DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,44,144.9413874,-37.82006231,Food & Drink,
2023,1110,SE Building 420-430 Docklands Drive DOCKLANDS VIC 3008,Docklands,Archer's,Ground 428 Docklands Drive DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,48,144.9379983,-37.81328751,Food & Drink,
2023,1110,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Gold Leaf Harbour View Restaurant Pty Ltd,Level 1 10-12 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,260,144.9379983,-37.81328751,Food & Drink,
2023,1110,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Hana Sushi,Shop G05 8 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,10,144.9379983,-37.81328751,Food & Drink,
2023,1110,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Hana Sushi,Shop G05 8 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9379983,-37.81328751,Food & Drink,
2023,1110,CC Building 3-5 Star Circus DOCKLANDS VIC 3008,Docklands,Krabby's Crab Boil,Level 1 3-5 Star Circus DOCKLANDS VIC 3008,4511,Cafes and Restaurants,Seats - Indoor,100,144.9379983,-37.81328751,Food & Drink,
2023,1110,120 Pearl River Road DOCKLANDS VIC 3008,Docklands,Carl's Jr Docklands,"Shop 14, Ground 120 Pearl River Road DOCKLANDS VIC 3008",4511,Cafes and Restaurants,Seats - Indoor,48,144.9365892,-37.81185956,Food & Drink,
2023,2392,11-41 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Mr Tucker,17-19 Melrose Street NORTH MELBOURNE VIC 3051,4511,Cafes and Restaurants,Seats - Outdoor,28,144.9414036,-37.79501732,Food & Drink,
2023,2530,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,Kensington,Auntie Annie's Hotel,The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,4520,Bars and Pubs,Seats - Indoor,150,144.9323654,-37.788611,Food & Drink,4.1
2023,52,CGU Tower 181 William Street MELBOURNE VIC 3000,Melbourne (CBD),Abacus CBD,"Tenancy 1, Foyer 181 William Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.957392,-37.81531894,Food & Drink,
2023,4,Flinders Street Railway Station 207-361 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Green Light Diner @ Clocks,"Part Shop 17, Flinders Street Station Concourse MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,78,144.9657758,-37.81868178,Food & Drink,
2023,6,Federation Square Vaults 1-19 Princes Walk MELBOURNE VIC 3000,Melbourne (CBD),Riverland Bar,"Vault 1-12 & 13A-13B, 1-13B Princes Walk MELBOURNE VIC 3000",4520,Bars and Pubs,Seats - Outdoor,285,144.9686538,-37.81867875,Food & Drink,4.4
2023,6,Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mama's Canteen,"Tenancy 26, Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,75,144.9699416,-37.81777783,Food & Drink,
2023,12,15-33 William Street MELBOURNE VIC 3000,Melbourne (CBD),Sergy Girl,Part Ground 15-33 William Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,22,144.9591981,-37.81929391,Food & Drink,
2023,15,River View House 274-282 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Sushi Hub Elizabeth Street,Part 26 Elizabeth Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,6,144.9650858,-37.81765996,Food & Drink,
2023,15,253-265 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Journal Canteen,Part Ground & Mezzanine 253-265 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,35,144.9659027,-37.81706309,Food & Drink,
2023,18,26-30 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Felt Restaurant,Part Ground 26 Flinders Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,40,144.9735897,-37.81528521,Food & Drink,
2023,21,559-587 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Benny's Bakery Cafe,"Tenancy 3, 567 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,6,144.9557247,-37.81902009,Food & Drink,
2023,24,55-57 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Breadtop,Ground 55 Elizabeth Street MELBOURNE VIC 3000,1174,Bakery,Seats - Indoor,12,144.96413,-37.81697239,Food & Drink,3.4
2023,25,258-260 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafe Vicolino,Shop 17 & 19 Centre Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9654744,-37.81664452,Food & Drink,
2023,25,252-254 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Cafe Issus,8-10 Centre Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,12,144.9655965,-37.8166029,Food & Drink,
2023,26,141-165 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Liminal Melbourne,Lobby 161 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,112,144.9687615,-37.81545152,Food & Drink,
2023,26,141-165 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Hazel Melbourne,Level 1 164 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,150,144.9687615,-37.81545152,Food & Drink,4.5
2023,28,1-9 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Howitt House,Kiosk Lobby 1 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.973714,-37.81372276,Food & Drink,
2023,31,582-606 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Eurasia,"Shop 1-3, 600 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,36,144.9549436,-37.81850409,Food & Drink,
2023,33,Metro Apartments Banks Place 18-20 Bank Place MELBOURNE VIC 3000,Melbourne (CBD),Curry Vault,18 Bank Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,60,144.9605228,-37.81642901,Food & Drink,
2023,33,446-452 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Kenny's Bakery Cafe,"Part Shop 3, Ground 446 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,4,144.9594432,-37.81730452,Food & Drink,
2023,34,344-350 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Espresso Lounge On Collins,Part Ground 350 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9626888,-37.81601648,Food & Drink,
2023,34,97-103 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Decennium Australia,12 Equitable Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,35,144.963496,-37.81591921,Food & Drink,
2023,34,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Momo Central,347 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,6,144.9633005,-37.81557752,Food & Drink,
2023,34,335-349 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Industry Beans Lt Collins,345 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,8,144.9633005,-37.81557752,Food & Drink,
2023,35,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Tea Rooms 1892,"Shop 1-2, 282-284 Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,24,144.9643408,-37.8155277,Food & Drink,
2023,35,258-274 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Caffe e Torta Espresso Bar,Kiosk 2-KG01 Ground 260 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,12,144.9648906,-37.81538053,Food & Drink,
2023,35,317-321 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Little Collins Melbourne,41-43 Block Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,70,144.9642254,-37.81528953,Food & Drink,
2023,35,123 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Delhi Rocks,Mezz & Level 1-3 123 Swanston Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.9658863,-37.81482929,Food & Drink,
2023,38,30-34 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),St Ali Canteen,Part Ground 30 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,28,144.97247,-37.81346739,Food & Drink,
2023,38,24-28 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Sargon,"Shop 1, Ground 24-28 Collins Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Outdoor,6,144.9727015,-37.81341901,Food & Drink,
2023,41,131-137 King Street MELBOURNE VIC 3000,Melbourne (CBD),Saravanaa Bhavan Melbourne,Ground 1 131 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,96,144.9555049,-37.81708312,Food & Drink,
2023,42,561-571 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Axil Coffee Roasters,Rear Ground 565 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.9570178,-37.81647456,Food & Drink,4.2
2023,42,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Five Points Cafe,"Shop 1, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,12,144.956768,-37.81696668,Food & Drink,
2023,43,457-471 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Cafe Felice,Part Ground 461 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,14,144.9601729,-37.81549193,Food & Drink,
2023,43,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Lanai Restaurant & Bar,Part Level 1 113 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,40,144.960636,-37.81581228,Food & Drink,
2023,43,111-129 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Lanai Restaurant & Bar,Part Level 1 113 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,100,144.960636,-37.81581228,Food & Drink,
2023,44,Galleria 385 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bearded Brothers Espresso,342 Little Collins Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,6,144.9629215,-37.81492944,Food & Drink,
2023,44,378-380 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Oriental Tea House,378-380 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9619949,-37.81549168,Food & Drink,
2023,51,171-173 King Street MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Shifu Dumpling,Ground 173 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9552609,-37.81608465,Food & Drink,
2023,52,578-606 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Nando's Bourke Place,"Shop 16, LwrGround 600 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,39,144.9561387,-37.81567616,Food & Drink,
2023,52,550 Bourke Street 550 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Chilangos,"Tenancy 21, Ground 550 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,16,144.957392,-37.81531894,Food & Drink,
2023,6,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Taxi Kitchen,"Tenancy 29, Level 1 2 Swanston Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,220,144.9699416,-37.81777783,Food & Drink,
2023,13,19-35 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Koffi Bar,Part Ground 31 Queen Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,36,144.9617788,-37.81822672,Food & Drink,
2023,14,349-351 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Akai Ito / Ototo,349 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,170,144.9628577,-37.81787287,Food & Drink,
2023,15,Carlow House 281-291 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Sal's Authentic New York Pizza,"Shop 1, 289 Flinders Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.9649331,-37.81718671,Food & Drink,
2023,15,Punt Hill Apartments 267-275 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Degraves Espresso Melbourne,23-25 Degraves Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,31,144.9654761,-37.81710293,Food & Drink,
2023,15,The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Coco Fresh Tea & Juice,258 Flinders Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,6,144.9656256,-37.81760739,Food & Drink,
2023,15,250-254 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Little Cupcakes,14 Degraves Street MELBOURNE VIC 3000,1174,Bakery,Seats - Outdoor,8,144.9659971,-37.81751938,Food & Drink,4.5
2023,16,164-170 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Movida,"Shop 5, 1 Hosier Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9690857,-37.81670964,Food & Drink,
2023,16,164-170 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Movida Next Door,"Shop 3-4, 164 Flinders Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,30,144.9690857,-37.81670964,Food & Drink,
2023,17,125-127 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Chin Chin Restaurant,Gnd & Mezz 125 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,35,144.9703999,-37.8156892,Food & Drink,
2023,17,The Duke 142-148 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),The Duke Of Wellington,Ground & Level 1-2 142-148 Flinders Street MELBOURNE VIC 3000,4520,Bars and Pubs,Seats - Indoor,360,144.9700863,-37.81640751,Food & Drink,4.2
2023,17,114-128 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee House Project,"Shop 1, Ground 114 Flinders Street MELBOURNE VIC 3000",4512,Takeaway Food,Seats - Indoor,8,144.9707552,-37.81594139,Food & Drink,
2023,17,104-112 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Pastuso,19 ACDC Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,30,144.9711555,-37.81600506,Food & Drink,
2023,18,55 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Tom Thumb Espresso,55 Flinders Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9728353,-37.8148555,Food & Drink,
2023,35,92-94 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Art Masterclass Master Cafe,Shop Ground 94 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,37,144.9641736,-37.8157323,Food & Drink,
2023,38,8 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Market Lane Coffee,Part Ground 8 Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,10,144.9732576,-37.81314318,Food & Drink,
2023,38,57-67 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Raya Food Concept,"Shop 2-3, 61 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9716921,-37.81314087,Food & Drink,
2023,38,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),Coffee Exchange,9-11 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,30,144.9731824,-37.81259964,Food & Drink,
2023,38,93-101 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),BABAJAN,5 Little Collins Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Outdoor,12,144.9731824,-37.81259964,Food & Drink,
2023,41,The Savoy On Little Collins 626-636 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Code Black Spencer St,Part Ground 630 Little Collins Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,4,144.9539297,-37.81777223,Food & Drink,
2023,42,St James 555 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Simply Spanish,"Shop 10, 555 Bourke Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,35,144.9578138,-37.81636535,Food & Drink,
2023,42,538-542 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Five Points Cafe,"Shop 1, 540 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,14,144.956768,-37.81696668,Food & Drink,
2023,43,430-436 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),LE SHOPPE,"Suite 8, Ground 430 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,15,144.9601098,-37.81596941,Food & Drink,
2023,44,Excelsior 384-390 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),In A Rush Espresso,Ground 384 Little Collins Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9617411,-37.81560564,Food & Drink,
2023,45,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gourmet Curry Hut,"Shop 3-4, 318-322 Little Collins Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,28,144.9640096,-37.81488661,Food & Drink,
2023,46,201-203 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),KFC,201-203 Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,50,144.9675263,-37.81323955,Food & Drink,
2023,46,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Marameo,6 Russell Place MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,65,144.9675812,-37.81390745,Food & Drink,
2023,47,SX121 121 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),The Meating House,"Shop 1, Ground 121 Exhibition Street MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,20,144.9701094,-37.81281419,Food & Drink,
2023,47,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Crisp Creative Salad,"Shop W2, 9 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Indoor,12,144.9701094,-37.81281419,Food & Drink,
2023,47,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Crisp Creative Salad,"Shop W2, 9 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,24,144.9701094,-37.81281419,Food & Drink,
2023,47,111-129 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Poked,"Shop W6, 1 Southern Cross Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,17,144.9701094,-37.81281419,Food & Drink,
2023,48,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Beef Rice Noodle Bar,146 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,16,144.9709028,-37.81223395,Food & Drink,
2023,48,87-91 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Beef Rice Noodle Bar,146 Exhibition Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,2,144.9709028,-37.81223395,Food & Drink,
2023,52,186 King Street MELBOURNE VIC 3000,Melbourne (CBD),KEDAI SATAY,186 King Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.9556947,-37.81567371,Food & Drink,
2023,54,187-193 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Chiki Chiki,Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,10,144.9627083,-37.81388773,Food & Drink,
2023,54,187-193 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Subway,Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000,4512,Takeaway Food,Seats - Indoor,12,144.9627083,-37.81388773,Food & Drink,
2023,54,27-31 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Lulu's Char Koay Teow,Ground 31 Hardware Lane MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Outdoor,20,144.9612666,-37.81398767,Food & Drink,
2023,54,365-367 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Osteria Ilaria,367 Little Bourke Street MELBOURNE VIC 3000,4511,Cafes and Restaurants,Seats - Indoor,75,144.9619819,-37.81377071,Food & Drink,4.6
2023,54,393-397 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Triim,"Shop 3, 35 Hardware Lane MELBOURNE VIC 3000",4511,Cafes and Restaurants,Seats - Outdoor,40,144.9612043,-37.81385117,Food & Drink,
